gene	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ZFAND5	0.008632502	0.052948309	0.122969293	0.108601004	0.091738597	0.053026858	0.153372641	0.024367559	0.158610881	-0.021570579	-0.104300477	0.114651704	-0.097067613	0.009293694
ZFAND6	0.103047079	0.034306681	-0.020619748	0.075556289	0.044262008	0.147673313	0.180126266	0.144456165	0.149540142	0.149142909	0.00940774	0.143307469	0.150425595	0.014400447
ZFAT	-0.231542316	-0.052308111	-0.271658551	-0.094869584	-0.196019559	-0.12746267	-0.175149427	-0.200318933	-0.132363058	-0.089068233	-0.260644759	-0.032772517	0.046492205	-0.208155999
ZFC3H1	-0.721900708	-0.587170226	-0.750382899	-0.555843497	-0.436400868	-0.47560651	-0.522409381	-0.587625383	-0.418335624	-0.581623496	-0.702625045	-0.447665367	-0.513000125	-0.753383397
ZFHX2	-0.232244189	-0.191960121	-0.657061103	-0.220991074	-0.334266935	-0.245714841	-0.287311023	-0.17847656	-0.21780784	-0.336787687	-0.437765623	-0.23160954	-0.459610346	-0.393283594
ZFHX3	0.03093061	-0.092947916	0.005137663	-0.091873033	-0.046389065	-0.018773563	-0.088818576	-0.137342737	-0.06846482	-0.082082117	-0.158043827	-0.006778292	-0.167569768	0.02548405
ZFHX4	0.002917031	0.036745764	-0.000801579	0.052223617	0.012776407	0.027878478	-0.002345103	-0.019809981	0.01717921	-0.012550647	0.056504716	-0.005545343	0.054366596	-0.028552722
ZFP1	-0.105168259	-0.076767666	0.076553313	0.068306435	-0.023642874	-0.121196421	-0.103382867	0.102843888	-0.082392015	0.016286507	-0.025212255	-0.08128561	-0.038712136	-0.102301141
ZFP14	0.061458633	0.082124007	-0.00960805	0.005948328	0.123230799	0.030634614	0.002432606	0.056691421	-0.033280961	0.078866049	-0.059933993	0.094045386	0.044486693	-0.011274527
ZFP2	0.135831776	0.030883219	0.120502089	-0.095488044	0.230833923	0.113490962	-0.037739418	0.229894079	0.035457796	0.219419235	0.05521625	0.099021327	0.077622735	0.072282655
ZFP28	0.012621855	-0.018427961	-0.040995386	0.007799894	0.056858282	-0.005426548	0.046125713	0.006714295	0.003333034	-0.016686082	0.078966274	-0.023103553	0.030495713	0.04479024
ZFP3	0.016210532	0.018470848	-0.021698088	-0.075778744	-0.091730567	-0.001941311	-0.047938499	0.039588209	-0.016176735	0.041884469	-0.076858982	-0.139667075	-0.107068457	-0.074748021
ZFP30	0.066398702	0.07516302	0.052666637	0.152639865	0.171565574	0.054592283	0.076396519	0.171876539	0.14147371	0.056709346	0.124161549	0.118320706	0.287907956	0.060326456
ZFP36	-0.334546946	-0.336474864	-0.55067052	-0.400985416	-0.391719422	-0.459298409	-0.456602797	-0.450568327	-0.60201016	-0.355948137	-0.375937667	-0.425505557	-0.344751029	-0.38785297
ZFP36L1	0.009132465	-0.150563591	-0.056592645	-0.063654503	-0.135519203	0.013937429	-0.012989117	0.021696991	-0.068824312	-0.060749393	-0.111280142	-0.053969177	-0.241324579	-0.088530966
ZFP36L2	-0.909196762	-0.659935276	-0.650392914	-0.057775564	-0.705269863	-0.888339225	-0.693776118	-0.655250384	-0.5092807	-0.690020334	-0.879503479	0.001315153	-0.603248969	-0.387375317
ZFP37	0.007662455	0.058082977	0.097548217	0.12152864	0.077846994	0.093470533	0.026304854	0.104136872	0.065203497	0.024733668	0.01346687	0.065346579	0.134262243	0.090167578
ZFP41	-0.019768262	0.108803539	-0.139564545	0.012605771	0.041058888	-0.062321385	0.01476537	-0.038346739	-0.022302879	0.056676059	-0.175625171	-0.00662458	-0.115906167	-0.090406518
ZFP42	0.099227044	0.090169412	0.173410066	0.041566097	0.192354244	0.111444074	0.088451305	0.159061811	0.085560921	0.137459002	0.190504103	0.095296456	0.030480667	0.153676518
ZFP57	0.012209653	0.006055422	-0.283967754	-0.019495887	0.004462768	-0.082840295	-0.192704888	-0.140619091	-0.110106525	-0.067783394	-0.147911101	-0.011827544	-0.075620176	-0.031820577
ZFP62	-0.02465396	-0.00804712	-0.111031391	-0.011130132	-0.238607232	-0.03678047	-0.127811049	-0.233517104	-0.249951947	-0.165331972	-0.028821008	-0.060538379	-0.30441421	-0.147847494
ZFP64	-0.432230432	-0.232595806	-0.714339573	-0.390753066	-0.487962874	-0.137107561	-0.461037827	-0.539068774	-0.008854315	-0.108452403	-0.311475436	-0.205752723	-0.024267822	-0.542742893
ZFP69	-0.087740777	-0.158569449	-0.063659237	-0.118019223	-0.151784144	-0.137207448	-0.029616007	-0.141815668	-0.005902898	-0.013398453	-0.181722304	-0.012305711	-0.098342429	-0.128294549
ZFP69B	-0.074308066	-0.017016379	0.127862228	0.064241892	0.052637269	0.046925305	0.005963436	0.006200335	0.018267441	0.081741867	-0.015422124	-0.009053873	0.107936885	0.044965496
ZFP82	0.145625255	0.166539696	0.040422165	0.235110527	0.180664488	0.14709573	0.205406641	0.141285032	0.143823683	-0.15336358	0.313634299	0.151948227	0.144428387	0.092826582
ZFP90	0.058587536	0.111221635	-0.06321728	0.206743741	0.106522498	0.128744265	0.043283268	0.115820366	-0.082424891	0.058597306	0.028581844	-0.084648236	-0.144152807	-0.042709747
ZFP91	0.013688337	-0.273504682	-0.241386173	-0.36293351	-0.291870029	-0.181624648	-0.283056387	-0.1677884	-0.398139485	-0.220172358	-0.293385789	-0.189332083	-0.410762938	-0.114259431
ZFPL1	-0.119472519	-0.033591964	0.067410692	-0.099421377	-0.11190516	-0.14495343	-0.144641092	-0.135621052	-0.124018059	-0.110627796	-0.184833931	-0.137421356	-0.188498798	-0.023502628
ZFPM1	-0.10928644	-0.45906783	-0.077886913	-0.137271669	-0.165813973	-0.11177289	-0.006416338	-0.159447003	-0.035737809	-0.135787256	-0.151862766	-0.114297983	-0.566456126	-0.056885339
ZFPM2	0.088595325	0.038372491	0.04709495	0.055184587	0.116050309	0.010129031	0.06580442	0.004078909	0.017809861	0.004506839	0.011040796	0.017433425	0.081274392	0.017203843
ZFR	-0.763207836	-0.426500012	-0.592418801	-0.626899461	-0.505881428	-0.445793342	-0.491716129	-0.545464914	-0.406669057	-0.42088457	-0.398305649	-0.842469116	-0.528239601	-0.503559985
ZFR2	-0.010335296	-0.145221824	-0.104942673	-0.07190078	-0.234337419	-0.130228953	-0.123376663	-0.200536624	-0.186016978	-0.109724852	-0.190943453	-0.108834408	-0.375699504	-0.155435059
ZFYVE1	-0.34648263	-0.337211741	-0.260779817	-0.37816811	-0.086713364	-0.489915293	-0.405354063	-0.376041288	-0.279189992	-0.251642475	-0.10254482	-0.271347501	-0.329183913	-0.200337942
ZFYVE16	0.030719695	-0.038716099	0.060499703	-0.012319963	-0.038636883	0.048204851	0.027451133	0.061444915	0.10675552	-0.004566053	0.03198306	0.011665616	0.022073608	0.063439293
ZFYVE19	-0.077446067	-0.095429792	-0.256175576	-0.150842952	-0.175552147	-0.204652305	-0.12027983	-0.241075821	-0.110632812	-0.124187631	0.003221359	-0.04638805	0.009829565	0.006044284
ZFYVE20	-0.372789809	-0.249123375	-0.485103677	-0.588283818	-0.568352905	-0.307950805	-0.70765743	-0.504458069	-0.292694175	-0.636424652	-0.494157796	-0.474114815	-0.342587099	-0.446625417
ZFYVE21	-0.44103244	-0.235198245	-0.267554239	-0.357450708	-0.426221376	-0.35332484	-0.578670048	-0.254106672	-0.262692707	-0.475369566	-0.32053411	-0.362102949	-0.387689942	-0.140168755
ZFYVE26	-0.087111817	-0.08316027	0.001997555	0.021924505	-0.082812738	-0.050734966	-0.007372734	-0.057219116	0.031270876	-0.012923206	0.022968197	0.084017397	-0.077238613	0.007085331
ZFYVE27	-0.243116279	-0.268209411	-0.14482099	-0.255307366	-0.212222426	-0.205661831	-0.344295368	-0.174296435	-0.302656542	-0.553958108	-0.261415923	-0.198994713	-0.393359197	-0.172984683
ZFYVE28	0.0606452	-0.00612256	0.036912994	0.056826842	-0.099526785	-0.050486833	-0.085510816	-0.083645011	0.010624517	-0.028575074	0.040915505	0.039289375	0.169051614	-0.084627938
ZFYVE9	-0.174087337	-0.295762731	-0.282974054	-0.08058067	-0.430724278	-0.289368796	-0.238017629	-0.163522494	-0.126937528	-0.251099242	-0.531831241	-0.164453641	-0.354371205	-0.228171796
ZG16	0.034152351	0.079308503	-0.0165335	0.120864838	0.039822391	0.001901346	0.114109574	0.044901427	0.01491387	0.067373305	0.107930525	0.015691278	0.094993358	0.084461374
ZG16B	-0.021009587	0.057179915	0.044677104	-0.015012119	0.021414139	0.021766279	0.032689966	0.059810976	-0.052872531	0.014956434	0.00411925	-0.05152583	0.029051012	-0.039655599
ZGLP1	-0.49153509	-0.160926772	-0.455055281	-0.433608575	-0.337621863	-0.477267109	-0.553398169	-0.317410011	-0.259643492	-0.28258997	-0.376554216	-0.416530929	-0.485065696	-0.337953587
ZGPAT	-0.317807247	-0.263527609	-0.263057416	-0.299365496	-0.157784802	-0.285494253	-0.191092437	-0.205064214	-0.220479838	-0.165224004	-0.217077069	-0.265173389	-0.071397166	-0.145205693
ZGRF1	-0.158341525	-0.217904937	-0.113053752	0.061849892	-0.107131582	0.004810488	-0.156167223	-0.09028617	-0.119548689	-0.135715062	-0.253568263	-0.106760779	-0.302269827	-0.124471828
ZHX1	-0.037968439	0.009159953	-0.000326103	0.006688969	-0.126981514	0.045683744	-0.085923977	-0.14593394	0.015753578	-0.052839293	-0.111752003	-0.122906134	-0.022104391	0.030554357
ZHX1-C8orf76	0.184715765	0.196108425	-0.02397992	0.028213241	0.118929391	0.094785277	0.160287782	0.206023843	0.119812207	0.079845076	0.073736346	0.108283292	0.073786419	0.107864382
ZHX2	0.094646124	0.003786021	-0.107707689	-0.012593622	0.050294413	0.178436872	0.188670025	0.150972743	0.151277948	0.104339481	-0.102880504	0.263100092	0.124789537	0.083709405
ZHX3	-0.248157824	-0.273304537	-0.104667921	-0.044457017	-0.009662627	-0.317101918	-0.301256122	-0.141402955	-0.226656469	-0.165172004	-0.048714766	0.007100756	-0.208472687	-0.256236176
ZIC1	0.058141997	0.093105953	-0.146212964	0.018397019	-0.005680853	-0.011157477	-0.032101314	0.035773832	-0.116614661	0.040599476	-0.057536754	-0.119353383	0.142225775	-0.035773261
ZIC2	-0.127670221	-0.324553688	-0.251942133	-0.346981559	-0.335346176	-0.238899527	-0.189475436	-0.235428015	-0.243938288	-0.196464908	-0.230501795	-0.03545578	-0.186450445	-0.295447482
ZIC4	0.054882363	0.041819737	0.12268985	0.056039139	0.075120386	-0.006972183	0.025640993	0.256121871	0.078653989	0.085898136	0.074323007	-0.019985036	0.078028241	0.073486972
ZIC5	-0.076712272	-0.108809236	-0.12819568	-0.270148448	-0.084830381	-0.130633352	-0.014860291	-0.154462628	-0.269623722	-0.085694738	-0.193981367	-0.121645036	-0.103165809	-0.138925292
ZIK1	-0.002567854	0.191703278	0.17214421	-0.033243096	0.138616171	0.0753479	0.027326053	0.168425856	-0.003231432	-0.018959478	0.045430518	0.162352426	0.025057637	0.169924769
ZIM2	-0.103392941	-0.27027892	-0.339348905	-0.132344912	-0.209094084	-0.319780302	-0.229213714	-0.00783893	-0.324617482	-0.146051814	-0.179294816	-0.082411516	-0.121995274	-0.174860537
ZIM3	0.041103527	-0.001624389	-0.067960093	0.003279766	-0.007398335	0.04942464	-0.041829531	0.160898445	-0.016866885	-0.120986837	0.062000712	0.042177766	0.072538559	-0.031189866
ZKSCAN1	-0.475739719	-0.302087141	-0.323492785	-0.381782877	-0.352020131	-0.295669565	-0.420426987	-0.356742422	-0.331498149	-0.411688607	-0.340126779	-0.27276458	-0.350618259	-0.351596152
ZKSCAN2	-0.114370415	-0.125007451	-0.11396772	-0.098799645	-0.237326916	-0.198045525	-0.297330906	-0.088873039	-0.181933774	-0.228288904	-0.239868467	-0.053036576	-0.094312795	-0.074173527
ZKSCAN3	0.138351444	0.104973209	0.047268577	0.120179694	0.029545422	0.164214475	0.133704423	0.164873506	0.133470584	0.176732013	0.097567367	0.113764102	0.080929904	0.037601407
ZKSCAN4	0.086429624	0.105958785	0.037735557	0.102651177	0.118533684	-0.002593494	0.028807997	0.02869247	0.073780758	0.110650315	-0.015010147	0.074233313	0.072895864	0.006362583
ZKSCAN5	-0.100598708	-0.121026819	-0.028218716	-0.108825848	-0.115177789	-0.071557683	-0.075279941	-0.076676336	-0.085175848	-0.005210966	-0.011513894	-0.096973995	-0.031194831	-0.003116117
ZKSCAN7	0.064890773	-0.021236037	-0.017687876	0.073770413	-0.034048891	-0.156238048	0.062663647	-0.043126989	-0.112574133	-0.022530418	-0.124451762	-0.019314172	-0.174366228	-0.000743817
ZKSCAN8	0.181743263	-0.168409652	-0.00582393	-0.007457296	-0.058426593	0.038113587	-0.045450421	-0.144555295	-0.191787884	0.091311342	-0.040295457	0.02532405	0.073425052	-0.028353778
ZMAT2	-0.994647717	-1.050621231	-1.063435986	-0.930302752	-0.905932388	-1.066022169	-0.993153418	-0.972769263	-0.93090717	-0.916228229	-0.890787338	-1.074782576	-1.164407026	-1.007107953
ZMAT3	0.21251703	0.110665186	0.128939854	0.011058373	0.185656639	0.101129947	0.118585438	0.164072464	0.04576014	0.191453551	0.123293544	0.064502532	-0.013475086	0.127751036
ZMAT4	0.024664383	0.191779428	0.031926505	0.10012383	0.021595071	0.061544354	0.136694038	0.06614392	0.117257083	0.148059388	0.117633232	0.270335162	0.162626959	0.07936132
ZMAT5	-0.956704281	-0.859543604	-1.038904283	-0.97956691	-0.860582411	-0.917703694	-0.84849376	-1.012745277	-0.896473093	-0.889793419	-0.686522478	-0.882050066	-1.157106021	-0.786928151
ZMIZ1	-0.612162673	-0.633379877	-0.5328046	-0.755163834	-0.900479861	-0.274659738	-0.586435149	-0.713621563	-0.488969224	-0.586629959	-0.724998902	-0.596649757	-1.153099509	-0.492095757
ZMIZ2	-0.05153246	-0.175664802	-0.113734097	-0.132234109	-0.109060148	-0.047585479	-0.194126807	-0.015315786	-0.214284442	-0.094199775	-0.227853101	-0.145260638	-0.185415984	-0.13719851
ZMPSTE24	0.021686159	0.049804524	-0.045391828	0.15585279	0.176626424	-0.003804848	0.112849233	-0.115751445	-0.018656281	0.00290048	-0.059672995	0.035610156	0.283381586	-0.072657521
ZMYM1	-0.091712167	0.052598018	0.111246419	0.1338021	-0.013356411	0.096403078	0.145611488	0.050266877	0.102849809	0.043459284	0.108720651	0.035726748	0.147517364	0.114719151
ZMYM2	0.316033241	-1.09E-05	0.146010871	-0.071444526	0.029033352	0.078908296	0.064162641	-0.120285902	0.192355972	0.005582638	0.042710492	0.020466516	0.249489166	0.095358586
ZMYM4	0.131378659	-0.059111006	0.026399201	0.033241069	-0.171570536	0.05672792	-0.020703711	-0.033213949	-0.005631094	0.019667807	-0.109970351	-0.064729473	0.159260037	-0.026602199
ZMYM5	0.075546438	0.039905847	0.178859069	0.121564359	0.136953063	0.115563403	0.149045509	0.058912585	0.103839205	0.065851883	0.231315191	0.055736146	0.130807178	0.01828085
ZMYM6	-0.157610404	-0.093395653	-0.212061464	-0.090613999	-0.017705031	0.000788443	-0.04545998	-0.189516528	-0.069903579	-0.314727331	-0.108906021	-0.119322244	0.017992588	-0.000247405
ZMYM6NB	0.027099015	0.009004165	-0.043427956	-0.013735176	-0.033820563	0.005158047	0.031934114	0.046447841	-0.018281441	0.062301692	-0.08117705	-0.046605389	0.120263532	-0.037133065
ZMYND10	-0.195477327	-0.097222533	-0.149641062	-0.161328832	-0.19506738	-0.079207002	-0.094601888	-0.189770319	-0.137744704	-0.071417879	-0.127655439	-0.088144202	-0.188080649	-0.025769539
ZMYND11	0.047337446	0.123206336	0.089465966	0.044252257	0.033801432	0.01736095	0.014095291	0.009731912	0.077580787	0.030452107	0.168233479	0.00420144	0.058790344	0.012606482
ZMYND12	0.107404738	-0.017276372	0.027818802	-0.069183237	0.102923008	0.091280238	0.138454109	0.052860733	0.03405595	0.08635016	0.066811696	0.06666225	0.102286706	0.038936087
ZMYND15	-0.219626142	-0.127102658	-0.2126926	-0.187981629	-0.127811475	-0.050487792	-0.222573553	0.039588394	-0.108741643	-0.19854512	-0.165482736	-0.13129196	-0.121768273	-0.019922939
ZMYND19	0.055625851	0.013528882	0.021952919	-0.092353573	0.083870855	0.112597975	0.016199098	-0.026643675	-0.113399045	0.135289955	0.040234185	-0.042686588	0.026024037	-0.048285341
ZMYND8	-0.492497335	-0.327368956	-0.955628755	-0.438803015	-0.694435775	-0.4482906	-0.924593199	-0.756101479	-0.610876152	-0.568188703	-0.520641944	-0.518583551	-0.780047185	-0.731390889
ZNF10	-0.165668981	-0.236738152	0.017215172	-0.32832077	-0.161493264	-0.275603622	-0.071809896	-0.079697291	-0.150390073	-0.028616027	-0.118164756	-0.040574203	-0.160437499	-0.109842266
ZNF100	-0.106570917	0.041600141	0.038322649	0.069418141	-0.034499	-0.02486587	-0.001743644	-0.002859235	-0.218914628	-0.014518216	0.10181097	0.050137994	-0.09921066	-0.055237612
ZNF101	-0.099005697	-0.174698998	-0.126803892	0.015719768	-0.089267307	-0.207748453	-0.108256733	-0.01314924	-0.114256563	-0.250316832	0.099781009	-0.134750805	-0.059515637	-0.052429898
ZNF106	-0.038214705	-0.077538002	-0.056971918	-0.099071243	-0.054239271	-0.075111716	-0.067975453	-0.063894786	-0.039569267	-0.053560774	0.000611761	-0.009093606	-0.023640536	-0.078909778
ZNF107	-0.040828513	-0.032130738	-0.016798851	-0.018382167	-0.06211728	-0.113000306	-0.063032321	0.04453998	-0.044842798	-0.011654024	0.058241284	0.04141535	-0.25391173	-0.119748331
ZNF112	-0.216699298	-0.301540052	-0.191813824	-0.028023648	-0.184071795	-0.282951648	-0.200840496	-0.225605706	-0.176616417	-0.230385657	-0.057026692	-0.161920563	-0.188873297	-0.070000074
ZNF114	0.115368692	0.089646422	0.203900598	0.059222657	0.125499468	0.098378724	0.064668178	0.106065888	0.104125683	0.107874969	0.209969664	0.059567464	0.136980269	0.049064882
ZNF117	-0.177378277	0.134329953	-0.027924287	0.094105237	0.096640396	0.105117647	0.009305205	-0.054088402	0.025984455	0.111444424	0.174497223	0.012796843	0.137383311	-0.089678398
ZNF12	0.091728332	0.097781813	0.064635254	0.160652538	0.167040708	0.126405758	0.16583857	0.191047279	0.062794722	0.069284566	0.179602982	0.112841415	0.127464723	0.101345502
ZNF121	0.006038356	0.015013163	0.050114002	-0.04687557	0.103586362	0.074646663	0.099415252	0.13705337	0.066289471	0.116063003	0.070023157	0.073737024	0.096876027	0.016935645
ZNF124	0.07258028	0.063857072	0.044170221	0.260534972	0.10005618	0.278585991	0.050807623	0.086987272	0.041495288	0.260354049	-0.005929516	0.127706829	0.138902271	-0.010706503
ZNF131	-0.901023425	-0.721535988	-1.051549332	-0.909972315	-0.854882744	-0.957280252	-0.806955918	-0.781936433	-0.79590079	-0.995030793	-0.68534596	-0.954941359	-0.843107059	-1.054825191
ZNF132	0.000179394	0.035935468	0.044871262	0.08360342	0.055227659	-0.008502293	0.001624131	0.05426568	-0.092933934	-0.006084634	0.069220175	0.0472386	0.122910693	0.055836555
ZNF133	-0.017871479	-0.029194821	-0.040135642	-0.033480554	-0.066463135	0.037511623	-0.023655132	0.112469103	-0.033201514	-0.058626495	-0.033472529	-0.008426746	0.054807775	-0.149631603
ZNF134	0.021916511	0.157291822	0.122535197	0.006064605	0.030036796	0.066732371	0.015314461	0.039132315	-0.013589517	0.015166009	0.126820706	0.047988197	0.150681356	0.06758961
ZNF135	-0.021065971	0.059429636	-0.086713525	0.067573444	-0.053777602	0.062341367	0.078830045	0.060596895	0.113976937	-0.084917731	0.191533145	0.175775017	0.097391215	0.019013602
ZNF136	-0.023300335	-0.001517076	0.120367131	-0.089991286	0.017140581	0.062739307	0.02693414	0.191024491	0.053925286	0.049991245	0.027750827	0.034486532	-0.036247769	0.002662202
ZNF138	-0.171732574	-0.153243501	-0.071926669	-0.139884165	0.029577182	-0.188837564	-0.058903843	-0.056189727	-0.164742156	-0.040969302	-0.021701185	-0.072183806	0.013694339	-0.060369266
ZNF14	0.1124942	0.171271237	0.117315303	0.185807778	0.254450933	0.094755552	0.145765397	0.139881692	0.107027056	0.116987827	0.224725745	0.147172199	0.140138617	0.057286388
ZNF140	-0.017726648	-0.097212475	0.069336469	-0.044975789	-0.031562392	-0.064524069	-0.022701539	-0.015108048	-0.063226953	-0.053854238	-0.022606367	-0.138780861	0.092560241	-0.082473673
ZNF141	-0.055046114	-0.073151677	-0.194052734	-0.041061789	-0.126935911	-0.142036648	-0.043767545	-0.115439241	-0.111269841	-0.158432492	-0.081743688	-0.083080302	-0.067122081	0.003830345
ZNF142	0.008181746	-0.037236018	0.001742405	-0.057135826	-0.016984369	-0.058995408	0.007603443	0.02390908	-0.110336499	-0.019483884	-0.029778217	-0.002131839	-0.022066121	0.080920297
ZNF143	-0.208801462	-0.359234444	-0.311162371	-0.271943941	-0.304964923	-0.04855465	-0.289484427	-0.203852157	-0.326043387	-0.285396962	-0.313814358	-0.10684082	-0.423407092	-0.264618429
ZNF146	0.071225218	0.057568428	-0.041915218	0.004775273	0.128167148	0.021784357	-0.020509632	-0.059338033	0.121055735	0.041970878	0.177119373	0.042452205	0.085464413	0.082288884
ZNF148	-0.370948011	-0.085747609	-0.259843162	-0.095242087	-0.275599501	-0.239860572	-0.150897767	-0.108008203	0.043357943	-0.142836846	-0.224167711	-0.259726756	-0.144511582	-0.189374978
ZNF154	0.140485037	0.052090381	0.110685519	0.058701565	0.123350809	0.099684152	0.077273514	0.123148325	0.036094164	0.087073041	0.112674047	0.0627366	0.090224563	0.008457081
ZNF155	0.050143049	-0.053158829	-0.021909691	0.028665859	-0.066085989	-0.005997544	0.018591518	0.006496765	0.031943604	-0.013608021	-0.045782294	-0.02925326	0.076585865	0.059924233
ZNF16	0.170603717	0.126615562	0.144057248	0.230964516	0.106450394	0.100263554	0.096671752	-0.064668746	-0.141396156	-0.109882792	0.182735489	-0.013224989	0.202892578	0.118492808
ZNF160	0.073482526	0.117703872	0.074449414	0.033065839	-0.071329976	0.050925564	0.05829675	0.062278571	0.15091369	0.083655978	0.069742253	0.074855955	0.229670861	-0.007062893
ZNF165	0.03287724	-0.032266854	0.057820172	0.138693606	0.000127194	0.070071464	0.006952333	0.014655323	0.055545984	0.035932569	0.028685496	0.056400041	-0.005044732	0.098877858
ZNF169	0.246135264	0.231731098	0.199765865	0.219153868	0.238994021	0.28750882	0.26210663	0.255285069	0.252241545	0.223938344	0.353055861	0.274106031	0.263653016	0.142619753
