gene	A375_SKIN	A673_BONE	BXPC3_PANCREAS	CADOES1_BONE	CAL120_BREAST	COLO741_SKIN	CORL105_LUNG	EW8_BONE	EWS502_BONE	G402_SOFT_TISSUE	HCC44_LUNG	HS294T_SKIN	HT29_LARGE_INTESTINE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L33_PANCREAS	LNCAPCLONEFGC_PROSTATE	MEWO_SKIN	MHHES1_BONE	NCIH1373_LUNG	NCIH2009_LUNG	PANC0327_PANCREAS	PANC0813_PANCREAS	PANC1_PANCREAS	PATU8902_PANCREAS	PATU8988T_PANCREAS	PC3_PROSTATE	RDES_BONE	SKES1_BONE	SU8686_PANCREAS	T47D_BREAST	TC32_BONE	TC71_BONE	TOV112D_OVARY
ABCC9	0.081882306	0.125644123	-0.008763356	0.173990122	-0.017737767	0.237413187	-0.021618432	-0.013563882	-0.005937761	0.11750552	0.016608818	0.141235031	0.18491389	0.123604238	0.226905426	-0.027945072	-0.120507358	0.063725684	0.143811306	0.020952544	0.215598454	-0.039072481	0.020522484	0.154486024	0.131696715	0.167860468	0.185387192	0.169421193	0.062491168	0.06248642	0.066569984	-0.12384179	0.100121536
ABCD2	0.08921814	0.034522414	0.087254916	0.062209406	0.121359185	0.065390716	0.051805964	-0.033412661	-0.020148797	0.031774181	0.010143864	-0.058258546	-0.031171047	0.00129469	0.035345381	0.131020557	-0.030644768	0.22254957	-0.039453764	-0.08168501	-0.079991495	-0.091956668	0.097891005	-0.051799233	0.081964297	0.014732465	0.004654576	-0.179701556	-0.082825296	0.086177678	0.138405443	-0.096161985	0.036320828
ABCD3	0.047236228	0.096306267	0.119239298	0.214909469	0.052422294	0.102401265	0.002658477	0.191894814	0.087082117	0.311522584	-0.088024973	0.04245318	0.033732952	0.348650682	0.241477168	0.195565542	-0.022079518	0.05378504	0.101824125	-0.073502464	-0.167887913	0.057703479	0.116408763	-0.083965942	-0.035052507	0.040396149	0.074951318	0.034639686	0.014515655	0.122632831	0.201186415	0.074431173	-0.077215537
ABCD4	-0.243479792	-0.277850305	-0.281562144	-0.43371005	-0.231433165	-0.170185304	-0.253490322	-0.292800904	-0.324016889	-0.2373076	-0.353476712	-0.30272598	-0.197052428	-0.343260038	-0.206883517	-0.13736155	-0.448631615	-0.329959434	-0.341766743	-0.158989668	-0.491434459	-0.423956344	-0.33918808	-0.402415361	-0.48292695	-0.243875894	-0.220732497	-0.215086565	-0.263274575	-0.228278616	-0.277157776	-0.225837309	-0.477013235
ABCE1	-0.857495081	-0.975814785	-0.788430333	-0.729306393	-0.897605722	-0.949399028	-0.837797437	-0.701688991	-0.836115782	-0.786493233	-0.905976792	-0.654571948	-0.803659279	-0.528263847	-0.864174836	-0.757334623	-1.004222104	-0.691261723	-0.74270277	-0.763375502	-0.815030238	-0.754601125	-0.748649815	-0.844613288	-0.696346325	-1.00500548	-0.872661064	-1.027017063	-0.763029125	-0.813438955	-0.918700583	-0.944694212	-0.748117119
ABCF1	-0.768425693	-0.467968164	-0.745897432	-0.532998996	-0.746223038	-0.732533266	-0.848972578	-0.615868378	-0.649597548	-0.702663364	-0.792495008	-0.674679032	-0.732608175	-0.484253528	-0.823764882	-0.737403349	-0.593994175	-0.668203627	-0.761945707	-0.641824714	-0.922408271	-0.708294814	-0.561485905	-0.656044434	-0.426736623	-0.800440805	-0.585198325	-0.630086914	-0.982231167	-0.59668764	-0.719005404	-0.580545326	-0.785514646
ABCF2	-0.359523785	-0.326898814	-0.48047	-0.274938008	-0.166635818	-0.403751087	-0.224429072	-0.200066496	-0.238044277	-0.149908543	-0.345335171	-0.243784354	-0.353664974	-0.416335401	-0.40436293	-0.351035868	-0.406191499	-0.360040056	-0.219345089	-0.377143766	-0.208198841	-0.314562749	-0.089369893	-0.158734777	-0.21715776	-0.277235512	-0.367467765	-0.401944723	-0.136260669	-0.305007152	-0.389597243	-0.511576525	-0.41499591
ABCF3	-0.022923002	0.198022623	0.03694494	0.190478081	-0.098699232	-0.029648948	0.148202902	0.229588893	0.141160245	0.247280073	0.148471542	0.10637337	0.170115917	0.144659095	-0.191886148	-0.06862193	-0.019619755	0.033974157	0.050205793	0.025504196	0.10108602	-0.022883684	-0.03441006	0.102415797	0.041895042	0.172103543	0.160234127	0.164127492	0.06539253	0.071332689	0.242299169	0.270764071	0.160489876
ABCG1	-0.076393151	0.043647923	-0.049797138	-0.035737868	0.058394772	0.028825809	0.046505956	0.164700492	0.077129173	0.032898248	-0.001080091	-0.040385301	0.008716984	0.003495203	-0.315542065	-0.027278469	-0.142831086	-0.042518802	-0.06261439	-0.058865404	-0.047268633	-0.098254603	-0.06458685	0.071042401	-0.064672378	0.106229132	0.027225858	0.057667849	-0.059222435	0.021291345	0.125658094	0.182286103	0.105306894
ABCG2	0.057956503	0.232899514	0.240293187	0.341107841	0.092172069	-0.031890291	0.224798663	0.157773095	0.108676504	0.18672353	0.015889222	0.339573941	0.116869557	0.370373519	0.427397915	0.226208988	0.283370599	0.205857911	0.140073745	0.11249395	0.037563653	0.164397135	0.044340492	0.081192222	0.16577305	0.238375606	-0.0484787	0.176439821	0.185250012	0.211607181	0.370827146	0.213943906	0.088175036
ABCG4	0.087488718	0.118741717	0.118658827	0.06854923	-0.027653544	0.225192193	0.187581383	0.113619767	0.096196855	-0.077113973	-0.011685832	0.084082314	-0.001133974	0.067295869	0.057565337	0.115689135	0.147781296	-0.074977824	0.140279306	0.081425299	0.013777969	0.083924311	0.163664423	0.106019295	0.138284365	0.054687403	-0.011482655	0.076852638	0.110453373	0.010380753	0.097432336	0.32302248	0.23649041
ABCG5	0.104275194	0.016154485	0.07315142	0.243929768	0.117397055	0.018951465	0.165177739	0.002812624	0.109782436	0.250066529	-0.008102305	-0.166366548	0.02855195	-0.000684956	0.307884859	0.195405574	-0.024474651	-0.055738361	0.09050343	0.110129734	-0.135426444	0.144605066	-0.030077354	0.174549234	0.002616862	-0.032346166	0.179294504	0.129532106	0.101839321	0.154104082	0.165084769	0.042334861	0.112692893
ABCG8	-0.081696872	-0.03115461	-0.075371725	-0.171035009	-0.303708227	-0.001719179	-0.077582266	0.01576128	-0.180805709	-0.179421895	-0.157978183	-0.147220704	-0.117151789	-0.166347758	-0.099948909	-0.231146636	0.060642413	-0.212857821	-0.158641023	-0.10298668	-0.385313265	-0.208556342	-0.136038853	-0.115231051	-0.120184133	-0.083850388	-0.127307085	-0.02906309	-0.028598916	-0.149242863	-0.048486775	-0.144847357	-0.019353497
ABHD1	-0.196059249	-0.227926052	-0.166746608	-0.270814131	-0.293904502	-0.314107614	-0.161531476	-0.336892781	-0.104593809	-0.277852521	-0.339072348	-0.003415836	-0.120160681	-0.152980084	-0.336276505	-0.160578306	-0.127306218	-0.156134697	-0.267012547	-0.236518224	-0.088023883	-0.414125612	-0.072661597	-0.201716771	-0.160305624	-0.431933014	-0.417720062	-0.32432432	-0.219669642	-0.269744577	-0.42751928	0.051698187	-0.19888091
ABHD10	-0.12790685	-0.331151228	-0.411384163	-0.253464455	-0.189158623	-0.185386557	-0.246580288	-0.242062028	-0.176581872	-0.046696717	-0.255847859	-0.156660854	-0.254904413	-0.257830032	-0.663811985	-0.146736817	-0.228808898	-0.260443901	-0.44477792	-0.295455326	-0.058339464	-0.239392018	-0.305121342	-0.135211419	-0.320343795	-0.66683744	-0.289028145	-0.269616749	-0.301103408	-0.253174784	-0.303440202	-0.43702747	-0.370384969
ABHD11	-0.409562306	-0.244207698	-0.234971787	-0.126398505	-0.134422133	-0.253821437	-0.351172918	-0.11830961	-0.261667782	-0.276897247	-0.291582897	-0.500234576	-0.110327572	-0.38256424	-0.498138606	-0.210326051	-0.326896713	-0.423893776	-0.459264004	-0.253452027	-0.314368857	-0.199953998	-0.171836417	-0.505991146	-0.698277245	-0.322628515	-0.258359285	-0.154502524	-0.0843567	-0.438363887	-0.360523444	-0.372787748	-0.356293982
ABHD12	0.092036948	0.108059344	0.078725658	-0.018350605	-0.051270399	0.087898526	0.068953279	-0.106810576	0.07353598	0.04845174	0.187955073	-0.219637374	0.036752768	-0.037423888	-0.199185492	0.0801803	0.110343549	0.086169753	-0.121933041	-0.327217481	0.164747121	-0.041362141	0.050955026	0.057700736	0.111194911	0.122868913	0.071502089	0.005061466	-0.101914166	-0.039294762	-0.0838428	0.027191871	0.174116167
ABHD12B	-0.312467275	-0.302870179	-0.306944667	-0.343354963	-0.445814686	-0.302321842	-0.442884655	-0.38314117	-0.341789014	-0.366148909	-0.493193523	-0.343033435	-0.290207866	-0.188105501	-0.3892388	-0.413923868	-0.378871119	-0.293257305	-0.493807789	-0.282134452	-0.419415906	-0.291663233	-0.244822355	-0.307507645	-0.293383879	-0.548062424	-0.314627741	-0.330917291	-0.263103624	-0.346521633	-0.442370837	-0.252758521	-0.117416516
ABHD13	0.205964339	0.29810146	0.31078394	0.330935987	0.217438593	0.218295905	0.217691618	0.242576868	0.173159988	0.201008246	0.270215497	-0.013680219	0.212830779	0.286875878	0.348275259	0.114069568	0.236993416	0.417316051	0.389396408	0.085323192	0.146187299	0.189777407	0.222950238	0.194355328	0.139147566	0.284969057	0.307564222	0.162064051	0.172350039	0.307036242	0.212428012	0.45886962	0.152668027
ABHD14A	0.045079558	0.161890566	0.058719245	0.307732327	0.030305321	0.250122619	0.08077356	0.163201968	0.086126497	0.073435499	0.019806461	-0.05173146	-0.006504109	0.023605682	0.315699372	0.262396844	0.072268092	0.235863334	0.137040833	0.143499783	0.191651777	0.088778389	0.024436004	0.088160492	0.128395206	0.267752604	0.152774205	0.166420648	-0.162725634	0.14608182	0.05677229	0.245932998	-0.029834954
ABHD14B	-0.363109404	-0.348114744	-0.395336742	-0.512837059	-0.61627206	-0.470220588	-0.366443271	-0.342395303	-0.351164733	-0.383169797	-0.4563249	-0.532834843	-0.326001034	-0.389897001	-0.822062765	-0.569788625	-0.517740788	-0.378918356	-0.538361328	-0.408922785	-0.48185275	-0.306458542	-0.410649268	-0.366699393	-0.36288288	-0.516001138	-0.410648945	-0.582259528	-0.36360613	-0.358554336	-0.52161042	-0.51216425	-0.518175703
ABHD15	0.009183983	-0.017392117	0.04982106	0.172070764	0.181125835	0.108873181	0.064904644	-0.159762925	-0.009025343	-0.02887816	-0.135778275	-0.029752181	-0.004382631	0.101034044	-0.15595943	0.079267452	0.046653221	-0.015960098	-0.104814203	-0.000178641	-0.007107652	0.004111242	-0.05349749	0.053912518	0.018732245	0.063954904	0.003544331	0.045592015	-0.004228944	0.068263226	0.025163179	0.040650138	0.081720184
ABHD16A	-0.369705777	-0.319492192	-0.343021823	-0.287416452	-0.403632368	-0.36355891	-0.461598025	-0.337255147	-0.325907558	-0.298279856	-0.436798335	-0.403968373	-0.218623281	-0.459328047	-0.642777653	-0.442365776	-0.290303094	-0.288183911	-0.775776592	-0.350278383	-0.487390568	-0.483439404	-0.234893977	-0.398888055	-0.340899435	-0.520380229	-0.435240717	-0.320332926	-0.602962192	-0.359110854	-0.373841196	-0.354431886	-0.374539323
ABHD16B	0.001847383	-0.167040884	-0.098444275	-0.38144149	0.042104339	0.065377018	-0.003696415	-0.043124492	-0.059499361	-0.053671548	-0.153024529	0.242411304	-0.078619709	-0.025858927	0.11756741	-0.152189601	-0.055181012	-0.024466336	0.255946551	0.119949165	-0.154233736	0.108124474	-0.215082024	0.037243482	-0.087807213	-0.166056641	-0.176254222	-0.051214214	0.055151859	-0.185139333	-0.102400968	-0.265025303	-0.000481178
ABHD17A	-0.308792877	-0.338917943	-0.346397655	-0.388899698	-0.218940773	-0.447499882	-0.354202459	-0.436307275	-0.387263999	-0.472405193	-0.344830667	-0.356379478	-0.302629599	-0.291080644	-0.601961807	-0.231065353	-0.234915302	-0.382321582	-0.540031826	-0.443023831	-0.357239822	-0.423995995	-0.344889036	-0.275158245	-0.309660908	-0.611794939	-0.474102077	-0.427984725	-0.407257579	-0.405652922	-0.192009102	-0.646401412	-0.480141343
ABHD17B	-0.242266108	-0.265853154	-0.188445061	-0.1947075	-0.429816462	-0.170737481	-0.287546953	-0.320084403	-0.176214087	-0.226429529	-0.100884459	-0.134545158	-0.144382937	-0.214868052	-0.328113731	-0.195143624	-0.198558612	-0.126163844	-0.175118015	-0.05165194	-0.121234367	-0.211443158	-0.203563858	-0.054040275	-0.129265284	-0.37255392	-0.231025554	-0.286492099	-0.275060556	-0.149787873	-0.22097169	-0.264005209	-0.368016479
ABHD17C	0.001505731	0.002374929	-0.022392504	0.001372049	0.05452472	0.075014649	-0.093612765	0.02446929	0.138880588	0.150708842	-0.031786068	0.228246421	-0.001834226	0.18328657	-0.098376992	0.055542407	0.029854839	0.11251888	0.180610464	0.081718983	0.198374984	0.151531881	0.064057579	0.049530477	-0.067026016	0.209340852	0.060967891	-0.03787273	-0.052057049	0.054454453	-0.156115753	-0.049780985	0.10755021
ABHD2	0.149019465	0.175840189	0.077588095	0.098425733	0.065059141	0.20545292	0.014138946	0.174411434	0.076997659	0.002653566	0.057104178	0.213685949	0.046178043	0.146852237	-0.168065494	0.190929345	0.079869243	0.046496445	0.183233156	0.044962178	0.067818656	0.124919036	0.040620276	0.016893608	0.142766793	0.197462378	0.009263109	0.049440325	0.028718312	0.037620959	0.065285869	-0.027273752	0.112413954
ABHD3	0.018785773	-0.063377014	0.017359682	0.07244498	0.171274735	0.094505334	-0.026019477	0.122721691	0.133274217	-0.116430316	0.266898461	0.006741849	0.02598405	0.149905072	-0.013586093	0.104426978	-0.044080817	0.112594003	0.318711331	0.13623923	0.127887145	-0.325819421	0.04824089	0.232700092	0.002660615	-0.090353849	0.171823026	0.053647439	0.061802514	-0.135389483	0.024957518	-0.034524038	0.066623921
ABHD4	0.196657553	0.150777547	0.248583385	0.130141032	0.290900199	0.281279272	0.092866819	0.080364637	0.135336924	0.29560549	0.025114832	0.254065427	0.142277309	0.19553488	0.267232897	-0.068268663	0.191775289	0.178688219	0.168689727	0.11157052	0.278854313	0.220752234	0.137345	0.145662173	0.205049884	0.226328171	-0.026015535	0.174415006	0.080763796	0.222798203	0.099185882	0.3524303	0.278936212
ABHD5	0.021103503	-0.052963618	0.136342242	0.010917958	-0.060504601	-0.043744965	0.106788662	-0.049479101	-0.058240296	-0.222480774	-0.088453531	-0.005118527	0.08585285	0.043174347	-0.131524283	0.045028144	-0.074896722	0.008605053	-0.04376975	-0.071949805	0.014316552	0.038790644	0.048762343	0.13245539	0.126721049	0.017095819	0.008664514	0.158919215	0.013029106	0.094195533	-0.047808198	0.124540271	-0.241152642
ABHD6	0.196466973	0.214481039	0.213763607	0.07170527	-0.183976541	0.066466169	0.139062887	0.057054953	0.109708524	0.046600875	0.084652866	0.18617821	0.008248215	-0.048135962	0.103451953	0.076951812	0.13702295	0.204702836	0.234308993	0.002038906	-0.086558749	0.193044016	0.047882727	0.082491197	0.194249691	0.48345345	0.24546535	0.108122479	0.04296006	0.159976888	-0.01301401	0.270901621	0.2063918
ABHD8	-0.073918616	-0.228348773	-0.230488495	-0.145713027	0.015377278	-0.141331406	-0.266232479	-0.176576472	-0.139790292	-0.065832414	-0.036799381	-0.203212381	-0.161586158	-0.256275518	-0.477388051	-0.144247241	-0.194333215	-0.285626765	-0.154733787	-0.214494022	-0.228811837	-0.212094305	-0.169814664	-0.359098493	-0.163094702	-0.384401236	-0.119438144	-0.169190025	-0.194932735	-0.19194051	-0.118361613	-0.22361352	-0.347889001
ABI1	-0.170052463	-0.089235848	-0.295202749	-0.055599064	-0.271968221	-0.053008915	-0.137938189	-0.092751066	-0.057138572	0.15379987	-0.225712983	0.056085564	-0.324883304	-0.034442488	-0.061205762	-0.017485031	0.020898204	0.084672628	0.090352451	-0.110732441	-0.605666945	-0.286325658	-0.258952044	-0.343518128	-0.242293793	-0.09835345	0.091623958	-0.160326709	-0.184897276	-0.158962511	-0.042243895	-0.160326782	-0.000260852
ABI2	0.141728576	0.080383744	0.187016138	0.163789196	0.061186461	0.098033548	0.198287202	0.046934162	-0.01154692	0.130098229	0.03445957	0.167279411	0.130520933	0.137922614	0.090446035	0.098536063	0.07777959	0.082280145	0.173352416	0.248699129	-0.061845493	0.01554622	0.031524969	0.065045375	0.244229087	0.297408279	0.111719416	0.083490618	0.08179428	0.247205438	-0.105854997	0.182223749	0.164094413
ABI3	-0.090358232	-0.096949057	-0.04567657	-0.189170216	-0.169882006	-0.110990165	-0.202973756	-0.216432117	-0.164351981	-0.135191022	-0.166507061	-0.090934639	-0.14225073	0.023297434	-0.176709781	-0.107921181	-0.051380664	-0.07845022	-0.090894752	0.097881747	-0.184965801	-0.155560101	-0.161137752	-0.012781791	-0.050328791	-0.14660129	-0.074150129	-0.1684296	-0.182123059	-0.127356792	-0.14693912	-0.27769566	-0.175365491
ABI3BP	0.183790627	0.219898012	0.158883458	0.212733568	0.261734332	0.084542564	0.172197963	0.071561378	0.14475129	0.047319731	0.087855093	0.061277497	-0.015750084	0.161109257	0.261725635	0.204481042	0.145259559	0.046888122	0.170858433	0.130214673	0.169931585	0.177255528	0.154804022	0.265845751	0.281896236	-0.028613958	0.16131006	0.204266635	0.0734159	0.19555815	0.250068513	0.060232144	0.101938665
ABL1	0.093157948	0.160545885	0.1032942	0.200459971	0.229244073	0.177231972	0.119137158	0.113245945	0.147280742	0.144811585	-0.032628222	0.044546518	0.089941144	-0.578120118	0.203205842	0.006526503	0.032170139	0.240670882	0.077228884	0.104091393	0.135569427	0.045642307	0.081580079	-0.039331268	0.208077218	0.056847445	0.005526404	0.145380008	0.044124502	0.133554065	0.125239682	0.224697595	0.042139915
ABL2	0.269153748	0.365245566	0.288496865	0.353005458	0.371577009	0.382944932	0.371011059	0.416086817	0.320023084	0.319773165	0.314238117	0.297957543	0.225221178	0.214974923	0.706341099	0.251165794	0.399644577	0.29558637	0.348604809	0.396119786	0.217284513	0.324800473	0.507622535	0.186102979	0.391708977	0.573855166	0.301779136	0.355469528	0.343240343	0.263267911	0.327708656	0.558184877	0.39085252
ABLIM1	-0.076275271	-0.141920212	-0.142631548	-0.065260795	-0.048881996	-0.047734055	0.049798355	-0.138609402	-0.069617656	0.132010962	-0.028387243	-0.147322709	-0.023306684	-0.005621368	-0.242792728	-0.152421832	-0.011389386	-0.074226914	0.022726417	-0.01876939	-0.069790525	-0.016565764	-0.13604682	-0.135254081	-0.098338702	-0.059375582	-0.043213453	0.039822062	-0.034020539	-0.061869286	-0.149419314	-0.181547207	-0.082767416
ABLIM2	-0.094020378	-0.207146341	-0.292442817	-0.459124796	-0.139982574	-0.153224825	-0.197620682	-0.16276346	-0.212642353	-0.213004245	-0.210645377	-0.232974179	-0.062445037	-0.250104983	-0.171840009	-0.212489617	-0.199424005	-0.152459771	-0.2704372	-0.087851212	-0.209460363	-0.143908046	-0.195739574	-0.204282012	-0.063333138	-0.167722869	-0.328277485	-0.162575599	-0.07134834	-0.27341333	-0.310160392	-0.175625441	0.0324639
ABLIM3	0.277738784	0.165544229	0.2143577	0.256443523	0.291058191	0.136185639	0.347977357	0.413278602	0.138122095	0.252611796	0.144615314	0.079420526	0.155531372	0.213528877	0.170400112	0.350702734	0.497978514	0.151192165	0.277270352	0.131192373	0.294430292	0.21896226	0.165130199	0.254803174	0.374346917	0.298300692	0.36127744	0.529634776	0.148043526	0.218656725	0.417126814	0.377492192	0.15789532
ABR	-0.38092303	-0.543021254	-0.299657344	-0.548912714	-0.540563506	-0.410832117	-0.526490217	-0.388285804	-0.392456162	-0.358975492	-0.358077853	-0.314608396	-0.324149271	-0.530715534	-0.387969578	-0.641807791	-0.358648228	-0.434295027	-0.137761662	-0.278700967	-0.403839374	-0.330298747	-0.281694883	-0.268083547	-0.26673939	-0.417669938	-0.451997878	-0.521266717	-0.317768418	-0.428053647	-0.64920985	-0.625473269	-0.494581321
ABRA	0.047154144	0.140977631	0.121529986	0.067803565	-0.038572373	0.238152226	0.20546699	0.151768218	0.128509235	0.257618136	0.128912404	0.059766928	0.037804673	0.268060568	0.234659666	0.043116563	-0.15668861	0.236110195	0.238887861	0.180634696	0.119181944	0.093530321	0.079005063	0.102461296	0.03548815	0.252352349	0.187022684	0.044240956	0.127208969	0.082520898	0.0445751	0.153598881	0.151680694
ABRACL	0.239309238	0.307519226	0.2833616	0.518070978	0.258182398	0.31655576	0.290871529	0.423657155	0.179609402	0.29429663	0.381438185	0.192451216	0.285735302	0.363757026	0.557368877	0.199461298	0.347639936	0.293428796	0.258169359	0.160062422	0.314985894	0.216912152	0.346786937	0.183512484	0.284719966	0.410339312	0.304571419	0.466912848	0.26806233	0.296736213	0.274638808	0.565908956	0.48858336
ABT1	-1.401724129	-1.391984815	-1.170493641	-1.52580744	-1.038987205	-1.231557253	-1.382045139	-1.256146148	-1.307633467	-1.371707763	-1.218896864	-1.277224916	-1.312897895	-1.451170215	-1.542736284	-1.514003726	-1.544564751	-1.391601059	-1.429003105	-1.274456649	-1.397238074	-1.357962227	-1.434804332	-1.265340697	-1.209273916	-1.59061681	-1.216640577	-1.390386707	-1.291363367	-1.368992732	-1.391842209	-1.655794867	-1.570243311
